id,label,type,category,template_strings,obsolete,enableForImmersion
errors.feedback_include_link,errors.feedback_include_link,phrase,errors,,,false
errors.page_not_found,errors.page_not_found,phrase,errors,,,false
errors.report_via_feedback,errors.report_via_feedback,phrase,errors,,,false
general.about,general.about,phrase,general,,,false
general.about_our_archive,general.about_our_archive,phrase,general,,,false
general.about_our_language,general.about_our_language,phrase,general,,,false
general.about_the,general.about_the,phrase,general,,,false
general.access_more_words_for_letter,general.access_more_words_for_letter,phrase,general,,,false
general.account_created,general.account_created,phrase,general,,,false
general.account_details,general.account_details,phrase,general,,,false
general.account_info,general.account_info,phrase,general,,,false
general.accounts,general.accounts,phrase,general,,,false
general.actions,general.actions,phrase,general,,,false
general.activate,general.activate,phrase,general,,,false
general.activities,general.activities,phrase,general,,,false
general.activity,general.activity,phrase,general,,,false
general.activity_no_content,general.activity_no_content,phrase,general,,,false
general.add,general.add,phrase,general,,,false
general.add_account_for_user,general.add_account_for_user,phrase,general,,,false
general.add_another_spellin,general.add_another_spellin,phrase,general,,,false
general.add_another_spelling,general.add_another_spelling,phrase,general,,,false
general.add_copy_of_page,general.add_copy_of_page,phrase,general,,,false
general.add_categories,general.add_categories,phrase,general,,,false
general.add_cultural_note,general.add_cultural_note,phrase,general,,,false
general.add_definition,general.add_definition,phrase,general,,,false
general.add_literal_translation,general.add_literal_translation,phrase,general,,,false
general.add_related_audio,general.add_related_audio,phrase,general,,,false
general.add_related_pictures,general.add_related_pictures,phrase,general,,,false
general.add_related_phrases,general.add_related_phrases,phrase,general,,,false
general.add_related_videos,general.add_related_videos,phrase,general,,,false
general.add_source,general.add_source,phrase,general,,,false
general.add_images_to_gallery,general.add_images_to_gallery,phrase,general,,,false
general.add_images_to_slide,general.add_images_to_slide,phrase,general,,,false
general.add_new,general.add_new,phrase,general,,,false
general.add_new_category,general.add_new_category,phrase,general,,,false
general.add_new_dictionary,general.add_new_dictionary,phrase,general,,,false
general.add_new_lesson,general.add_new_lesson,phrase,general,,,false
general.add_new_page,general.add_new_page,phrase,general,,,false
general.add_new_phrase,general.add_new_phrase,phrase,general,,,false
general.add_new_phrase_book,general.add_new_phrase_book,phrase,general,,,false
general.add_new_song_book,general.add_new_song_book,phrase,general,,,false
general.add_new_story_book,general.add_new_story_book,phrase,general,,,false
general.add_new_word,general.add_new_word,phrase,general,,,false
general.add_phrase,general.add_phrase,phrase,general,,,false
general.add_words,general.add_words,phrase,general,,,false
general.added_below,general.added_below,phrase,general,,,false
general.additional_languages,general.additional_languages,phrase,general,,,false
general.additional_text,general.additional_text,phrase,general,,,false
general.address,general.address,phrase,general,,,false
general.admin,general.admin,phrase,general,,,false
general.admin_email,general.admin_email,phrase,general,,,false
general.admin_first_name,general.admin_first_name,phrase,general,,,false
general.admin_guide_assist,general.admin_guide_assist,phrase,general,,,false
general.admin_last_name,general.admin_last_name,phrase,general,,,false
general.admin_telephone,general.admin_telephone,phrase,general,,,false
general.administrator,general.administrator,phrase,general,,,false
general.audio_upload,general.audio_upload,phrase,general,,,false
general.audio_browse,general.audio_browse,phrase,general,,,false
general.adobe_reader,general.adobe_reader,phrase,general,,,false
general.age,general.age,phrase,general,,,false
general.age_group,general.age_group,phrase,general,,,false
general.alberta,general.alberta,phrase,general,,,false
general.all,general.all,phrase,general,,,false
general.all_dialects,general.all_dialects,phrase,general,,,false
general.alphabet,general.alphabet,phrase,general,,,true
general.alphabet_de,general.alphabet_de,phrase,general,,,false
general.alphabet_view,general.alphabet_view,phrase,general,,,false
general.already_member,general.already_member,phrase,general,,,false
general.ancestor,general.ancestor,phrase,general,,,false
general.ancestry,general.ancestry,phrase,general,,,false
general.animals,general.animals,phrase,general,,,false
general.answer,general.answer,phrase,general,,,false
general.any_role,general.any_role,phrase,general,,,false
general.anything,general.anything,phrase,general,,,false
general.app_error_occurred,general.app_error_occurred,phrase,general,,,false
general.approve,general.approve,phrase,general,,,false
general.approve_activate,general.approve_activate,phrase,general,,,false
general.approver,general.approver,phrase,general,,,false
general.apr,general.apr,phrase,general,,,false
general.april,general.april,phrase,general,,,false
general.art_gallery,general.art_gallery,phrase,general,,,false
general.art_gallery_curr,general.art_gallery_curr,phrase,general,,,false
general.as_of,general.as_of,phrase,general,,,false
general.assign,general.assign,phrase,general,,,false
general.audio,general.audio,phrase,general,,,false
general.audio_files,general.audio_files,phrase,general,,,false
general.audio_recording,general.audio_recording,phrase,general,,,false
general.aug,general.aug,phrase,general,,,false
general.august,general.august,phrase,general,,,false
general.author,general.author,phrase,general,,,false
general.author_profile,general.author_profile,phrase,general,,,false
general.back_to_main_site,general.back_to_main_site,phrase,general,,,false
general.backyard,general.backyard,phrase,general,,,false
general.bear,general.bear,phrase,general,,,false
general.become_member,general.become_member,phrase,general,,,false
general.bedroom,general.bedroom,phrase,general,,,false
general.bird,general.bird,phrase,general,,,false
general.book,general.book,phrase,general,,,false
general.book_title,general.book_title,phrase,general,,,false
general.books,general.books,phrase,general,,,false
general.british_columbia,general.british_columbia,phrase,general,,,false
general.browse,general.browse,phrase,general,,,false
general.browse_media,general.browse_media,phrase,general,,,false
general.browser,general.browser,phrase,general,,,false
general.browsers,general.browsers,phrase,general,,,false
general.bulk_import,general.bulk_import,phrase,general,,,false
general.by,general.by,phrase,general,,,false
general.camping,general.camping,phrase,general,,,false
general.canada,general.canada,phrase,general,,,false
general.cancel,general.cancel,phrase,general,,,false
general.caption_note,general.caption_note,phrase,general,,,false
general.categories,general.categories,phrase,general,,,false
general.categories_browse,general.categories_browse,phrase,general,,,false
general.category,general.category,phrase,general,,,false
general.category_view,general.category_view,phrase,general,,,false
general.change_password,general.change_password,phrase,general,,,false
general.change_user_account_information_failed_save,general.change_user_account_information_failed_save,phrase,general,,,false
general.change_user_info,general.change_user_info,phrase,general,,,false
general.changes_saved,general.changes_saved,phrase,general,,,false
general.char_order,general.char_order,phrase,general,,,false
general.char_value,general.char_value,phrase,general,,,false
general.character,general.character,phrase,general,,,false
general.characters,general.characters,phrase,general,,,false
general.characters_left,general.characters_left,phrase,general,,,false
general.check,general.check,phrase,general,,,false
general.child,general.child,phrase,general,,,false
general.children,general.children,phrase,general,,,false
general.choose,general.choose,phrase,general,,,false
general.choose_default_lang,general.choose_default_lang,phrase,general,,,false
general.choose_lang,general.choose_lang,phrase,general,,,false
general.choose_lang_no_escape_html,general.choose_lang_no_escape_html,phrase,general,,,false
general.choose_password,general.choose_password,phrase,general,,,false
general.choose_theme,general.choose_theme,phrase,general,,,false
general.choose_theme2,general.choose_theme2,phrase,general,,,false
general.chosen_theme,general.chosen_theme,phrase,general,,,false
general.chosen_user_already_exists,general.chosen_user_already_exists,phrase,general,,,false
general.chrome,general.chrome,phrase,general,,,false
general.city,general.city,phrase,general,,,false
general.classroom,general.classroom,phrase,general,,,false
general.clear,general.clear,phrase,general,,,false
general.clear_search_results,general.clear_search_results,phrase,general,,,false
general.click,general.click,phrase,general,,,false
general.click_text_area,general.click_text_area,phrase,general,,,false
general.click_to_select_user,general.click_to_select_user,phrase,general,,,false
general.close,general.close,phrase,general,,,false
general.close_this_window,general.close_this_window,phrase,general,,,false
general.color,general.color,phrase,general,,,false
general.coloring_book,general.coloring_book,phrase,general,,,false
general.colouring_book,general.colouring_book,phrase,general,,,false
general.column,general.column,phrase,general,,,false
general.columns,general.columns,phrase,general,,,false
general.common_files,general.common_files,phrase,general,,,false
general.community_art_gallery,general.community_art_gallery,phrase,general,,,false
general.community_photo_album,general.community_photo_album,phrase,general,,,false
general.community_portal,general.community_portal,phrase,general,,,false
general.community_slide_show,general.community_slide_show,phrase,general,,,false
general.conditions_of_use,general.conditions_of_use,phrase,general,,,false
general.contact,general.contact,phrase,general,,,false
general.contact_info,general.contact_info,phrase,general,,,false
general.contact_information,general.contact_information,phrase,general,,,true
general.contact_us,general.contact_us,phrase,general,,,false
general.contact_us_to_publish_x,general.contact_us_to_publish_x,template,general,What is being published,,false
general.contacts,general.contacts,phrase,general,,,false
general.content,general.content,phrase,general,,,false
general.continue_to_lang,general.continue_to_lang,phrase,general,,,false
general.contribute,general.contribute,phrase,general,,,false
general.contributor,general.contributor,phrase,general,,,false
general.contributor_profile,general.contributor_profile,phrase,general,,,false
general.contributors,general.contributors,phrase,general,,,false
general.contributors_browse,general.contributors_browse,phrase,general,,,false
general.contributor_s,general.contributor_s,phrase,general,,,false
general.copy,general.copy,phrase,general,,,false
general.copy_of_phrase_created,general.copy_of_phrase_created,phrase,general,,,false
general.copy_of_word_created_change_category,general.copy_of_word_created_change_category,phrase,general,,,false
general.copy_of_word_created_change_spelling,general.copy_of_word_created_change_spelling,phrase,general,,,false
general.copyright,general.copyright,phrase,general,,,false
general.copyright_law_statement,general.copyright_law_statement,phrase,general,,,false
general.country,general.country,phrase,general,,,false
general.create,general.create,phrase,general,,,false
general.create_account,general.create_account,phrase,general,,,false
general.create_account2,general.create_account2,phrase,general,,,false
general.create_copy_of_phrase,general.create_copy_of_phrase,phrase,general,,,false
general.create_edit_account,general.create_edit_account,phrase,general,,,false
general.create_entry,general.create_entry,phrase,general,,,false
general.create_gallery,general.create_gallery,phrase,general,,,false
general.create_language_group,general.create_language_group,phrase,general,,,false
general.create_new_account,general.create_new_account,phrase,general,,,false
general.create_new_lang_group,general.create_new_lang_group,phrase,general,,,false
general.created,general.created,phrase,general,,,false
general.created_by,general.created_by,phrase,general,,,false
general.cultural_note,general.cultural_note,phrase,general,,,false
general.curr_filename,general.curr_filename,phrase,general,,,false
general.custom,general.custom,phrase,general,,,false
general.custom_alphabet_chart,general.custom_alphabet_chart,phrase,general,,,false
general.date,general.date,phrase,general,,,false
general.date_created,general.date_created,phrase,general,,,false
general.date_updated,general.date_updated,phrase,general,,,false
general.dates,general.dates,phrase,general,,,false
general.day,general.day,phrase,general,,,false
general.deactivate,general.deactivate,phrase,general,,,false
general.dec,general.dec,phrase,general,,,false
general.december,general.december,phrase,general,,,false
general.default,general.default,phrase,general,,,false
general.default_dictionary,general.default_dictionary,phrase,general,,,false
general.default_new_words,general.default_new_words,phrase,general,,,false
general.definition,general.definition,phrase,general,,,false
general.definitions,general.definitions,phrase,general,,,false
general.delete,general.delete,phrase,general,,,false
general.delete_lowercase,general.delete_lowercase,phrase,general,,,false
general.deleted,general.deleted,phrase,general,,,false
general.deleting,general.deleting,phrase,general,,,false
general.description,general.description,phrase,general,,,false
general.desired_id,general.desired_id,phrase,general,,,false
general.desired_pass,general.desired_pass,phrase,general,,,false
general.dialect,general.dialect,phrase,general,,,false
general.dialect_short_url,general.dialect_short_url,phrase,general,,,false
general.dialects,general.dialects,phrase,general,,,false
general.dictionaries,general.dictionaries,phrase,general,,,false
general.dictionary,general.dictionary,phrase,general,,,false
general.dictionary_export,general.dictionary_export,phrase,general,,,false
general.dictionary_name,general.dictionary_name,phrase,general,,,false
general.direct_link,general.direct_link,phrase,general,,,false
general.directories,general.directories,phrase,general,,,false
general.directory,general.directory,phrase,general,,,false
general.disabld,general.disabld,phrase,general,,,false
general.disable,general.disable,phrase,general,,,false
general.disabled,general.disabled,phrase,general,,,false
general.disclaimer,general.disclaimer,phrase,general,,,false
general.display,general.display,phrase,general,,,false
general.display_alphabet_grid,general.display_alphabet_grid,phrase,general,,,false
general.display_in,general.display_in,phrase,general,,,false
general.display_keyboard,general.display_keyboard,phrase,general,,,false
general.display_maps,general.display_maps,phrase,general,,,false
general.display_new_words,general.display_new_words,phrase,general,,,false
general.display_phrase_in_child_archive,general.display_phrase_in_child_archive,phrase,general,,,false
general.display_song_in_child_archive,general.display_song_in_child_archive,phrase,general,,,false
general.display_story_in_child_archive,general.display_story_in_child_archive,phrase,general,,,false
general.display_translations,general.display_translations,phrase,general,,,false
general.display_word_in_child_archive,general.display_word_in_child_archive,phrase,general,,,false
general.display_word_list,general.display_word_list,phrase,general,,,false
general.do_you_want_to_see_the_english_translations,general.do_you_want_to_see_the_english_translations,phrase,general,,,false
general.document,general.document,phrase,general,,,false
general.document_title,general.document_title,phrase,general,,,false
general.document_types,general.document_types,phrase,general,,,false
general.documents,general.documents,phrase,general,,,false
general.dom_lang_in_eng,general.dom_lang_in_eng,phrase,general,,,false
general.dom_lang_in_french,general.dom_lang_in_french,phrase,general,,,false
general.donate,general.donate,phrase,general,,,false
general.done_password_reset,general.done_password_reset,phrase,general,,,false
general.down,general.down,phrase,general,,,false
general.duplicate,general.duplicate,phrase,general,,,false
general.duplicate_lowercase,general.duplicate_lowercase,phrase,general,,,false
general.edit,general.edit,phrase,general,,,false
general.edit_dictionary,general.edit_dictionary,phrase,general,,,false
general.edit_dictionary_files,general.edit_dictionary_files,phrase,general,,,false
general.edit_dictionary_info,general.edit_dictionary_info,phrase,general,,,false
general.edit_entry,general.edit_entry,phrase,general,,,false
general.edit_lowercase,general.edit_lowercase,phrase,general,,,false
general.edit_lt_lesson_cond1,general.edit_lt_lesson_cond1,phrase,general,,,false
general.edit_lt_lesson_cond2,general.edit_lt_lesson_cond2,phrase,general,,,false
general.edit_lt_lesson_phrase1,general.edit_lt_lesson_phrase1,phrase,general,,,false
general.edit_lt_lesson_phrase2,general.edit_lt_lesson_phrase2,phrase,general,,,false
general.edit_page,general.edit_page,phrase,general,,,false
general.edit_phrase,general.edit_phrase,phrase,general,,,false
general.edit_portal_para1,general.edit_portal_para1,phrase,general,,,false
general.edit_x_word,general.edit_x_word,template,general,Name of Word,,false
general.edit_song_book,general.edit_song_book,phrase,general,,,false
general.edit_song_story_page,general.edit_song_story_page,phrase,general,,,false
general.edit_story_book,general.edit_story_book,phrase,general,,,false
general.edit_word,general.edit_word,phrase,general,,,false
general.editable,general.editable,phrase,general,,,false
general.elder,general.elder,phrase,general,,,false
general.email,general.email,phrase,general,,,false
general.enable,general.enable,phrase,general,,,false
general.enabled,general.enabled,phrase,general,,,false
general.enabled_but_not_public_archive_header,general.enabled_but_not_public_archive_header,phrase,general,,,false
general.enabled_with_activity,general.enabled_with_activity,phrase,general,,,false
general.end,general.end,phrase,general,,,false
general.english,general.english,phrase,general,,,false
general.enter_firstvoices,general.enter_firstvoices,phrase,general,,,false
general.enter_email,general.enter_email,phrase,general,,,false
general.enter_first_name,general.enter_first_name,phrase,general,,,false
general.enter_first_words,general.enter_first_words,phrase,general,,,false
general.enter_greeting,general.enter_greeting,phrase,general,,,false
general.enter_last_name,general.enter_last_name,phrase,general,,,false
general.enter_password,general.enter_password,phrase,general,,,false
general.enter_password6_long,general.enter_password6_long,phrase,general,,,false
general.entry,general.entry,phrase,general,,,false
general.error,general.error,phrase,general,,,false
general.everything,general.everything,phrase,general,,,false
general.example_word,general.example_word,phrase,general,,,false
general.existing_password,general.existing_password,phrase,general,,,false
general.existing_password_incorrect,general.existing_password_incorrect,phrase,general,,,false
general.explore,general.explore,phrase,general,,,false
general.export,general.export,phrase,general,,,false
general.extended,general.extended,phrase,general,,,false
general.false,general.false,phrase,general,,,false
general.family,general.family,phrase,general,,,false
general.feast,general.feast,phrase,general,,,false
general.featured,general.featured,phrase,general,,,false
general.featured_audio,general.featured_audio,phrase,general,,,false
general.featured_video,general.featured_video,phrase,general,,,false
general.featured_words,general.featured_words,phrase,general,,,false
general.feb,general.feb,phrase,general,,,false
general.february,general.february,phrase,general,,,false
general.feedback,general.feedback,phrase,general,,,false
general.file,general.file,phrase,general,,,false
general.files,general.files,phrase,general,,,false
general.filter,general.filter,phrase,general,,,false
general.find,general.find,phrase,general,,,false
general.find_phrases,general.find_phrases,phrase,general,,,false
general.find_words,general.find_words,phrase,general,,,false
general.fire,general.fire,phrase,general,,,false
general.first_name,general.first_name,phrase,general,,,false
general.first_page,general.first_page,phrase,general,,,false
general.first_ppl_cult_found,general.first_ppl_cult_found,phrase,general,,,false
general.first_voices,general.first_voices,phrase,general,,,false
general.first_voices_meta_info_page,general.first_voices_meta_info_page,phrase,general,,,false
general.first_voices_meta_page,general.first_voices_meta_page,phrase,general,,,false
general.first_words,general.first_words,phrase,general,,,false
general.fish,general.fish,phrase,general,,,false
general.font_size,general.font_size,phrase,general,,,false
general.for_the,general.for_the,phrase,general,,,false
general.forgot,general.forgot,phrase,general,,,false
general.forgot_password,general.forgot_password,phrase,general,,,false
general.forgot_your_password,general.forgot_your_password,phrase,general,,,false
general.found,general.found,phrase,general,,,false
general.four_main_elements,general.four_main_elements,phrase,general,,,false
general.free_download,general.free_download,phrase,general,,,false
general.french,general.french,phrase,general,,,false
general.friday,general.friday,phrase,general,,,false
general.friendly_url_segment,general.friendly_url_segment,phrase,general,,,false
general.galleries,general.galleries,phrase,general,,,false
general.gallery,general.gallery,phrase,general,,,false
general.game,general.game,phrase,general,,,false
general.games,general.games,phrase,general,,,false
general.garage_sale,general.garage_sale,phrase,general,,,false
general.gender,general.gender,phrase,general,,,false
general.generate_reports,general.generate_reports,phrase,general,,,false
general.get_started,general.get_started,phrase,general,,,false
general.get_started!,general.get_started!,phrase,general,,,false
general.go_back,general.go_back,phrase,general,,,false
general.go_to_record,general.go_to_record,phrase,general,,,false
general.good_job,general.good_job,phrase,general,,,false
general.grammar_rules,general.grammar_rules,phrase,general,,,false
general.greater_than,general.greater_than,phrase,general,,,false
general.greet_note,general.greet_note,phrase,general,,,false
general.greeting,general.greeting,phrase,general,,,false
general.group,general.group,phrase,general,,,false
general.group_s,general.group_s,phrase,general,,,false
general.groups,general.groups,phrase,general,,,false
general.guest,general.guest,phrase,general,,,false
general.guest_account_with_access_rights,general.guest_account_with_access_rights,phrase,general,,,false
general.guide,general.guide,phrase,general,,,false
general.hangman,general.hangman,phrase,general,,,false
general.headline,general.headline,phrase,general,,,false
general.hear_welcome_greet,general.hear_welcome_greet,phrase,general,,,false
general.help,general.help,phrase,general,,,false
general.help_desk,general.help_desk,phrase,general,,,false
general.help_gif,general.help_gif,phrase,general,,,false
general.here,general.here,phrase,general,,,false
general.hide,general.hide,phrase,general,,,false
general.hint_answer_has_been_reset,general.hint_answer_has_been_reset,phrase,general,,,false
general.home,general.home,phrase,general,,,false
general.home_page,general.home_page,phrase,general,,,false
general.hour,general.hour,phrase,general,,,false
general.image,general.image,phrase,general,,,false
general.image_file_ext,general.image_file_ext,phrase,general,,,false
general.image_format,general.image_format,phrase,general,,,false
general.image_limit,general.image_limit,phrase,general,,,false
general.image_limit2,general.image_limit2,phrase,general,,,false
general.image_restriction,general.image_restriction,phrase,general,,,false
general.image_thumbnail,general.image_thumbnail,phrase,general,,,false
general.image_thumbnails,general.image_thumbnails,phrase,general,,,false
general.imagefile,general.imagefile,phrase,general,,,false
general.import,general.import,phrase,general,,,false
general.info,general.info,phrase,general,,,false
general.information,general.information,phrase,general,,,false
general.insert_before,general.insert_before,phrase,general,,,false
general.insert_into_entry,general.insert_into_entry,phrase,general,,,false
general.instructions,general.instructions,phrase,general,,,false
general.instructions_for_related_links,general.instructions_for_related_links,phrase,general,,,false
general.interactive,general.interactive,phrase,general,,,false
general.intro_text,general.intro_text,phrase,general,,,false
general.introduction,general.introduction,phrase,general,,,false
general.invalid_format,general.invalid_format,phrase,general,,,false
general.invite,general.invite,phrase,general,,,false
general.is_correct,general.is_correct,phrase,general,,,false
general.is_selected,general.is_selected,phrase,general,,,false
general.items,general.items,phrase,general,,,false
general.items_displayed,general.items_displayed,phrase,general,,,false
general.jan,general.jan,phrase,general,,,false
general.january,general.january,phrase,general,,,false
general.jigsaw,general.jigsaw,phrase,general,,,false
general.join_advantages,general.join_advantages,phrase,general,,,false
general.jul,general.jul,phrase,general,,,false
general.july,general.july,phrase,general,,,false
general.jun,general.jun,phrase,general,,,false
general.june,general.june,phrase,general,,,false
general.keyboard,general.keyboard,phrase,general,,,false
general.keyboards,general.keyboards,phrase,general,,,false
general.keyword,general.keyword,phrase,general,,,false
general.kids,general.kids,phrase,general,,,false
general.kids_home,general.kids_home,phrase,general,,,false
general.kids_portal_home,general.kids_portal_home,phrase,general,,,false
general.kitchen,general.kitchen,phrase,general,,,false
general.lang_arc_tool,general.lang_arc_tool,phrase,general,,,false
general.lang_group,general.lang_group,phrase,general,,,false
general.lang_logo_limit,general.lang_logo_limit,phrase,general,,,false
general.lang_not_enabled,general.lang_not_enabled,phrase,general,,,false
general.lang_private_access,general.lang_private_access,phrase,general,,,false
general.lang_specific_files,general.lang_specific_files,phrase,general,,,false
general.language,general.language,phrase,general,,,false
general.language_admin,general.language_admin,phrase,general,,,false
general.language_family,general.language_family,phrase,general,,,false
general.language_group_created,general.language_group_created,phrase,general,,,false
general.language_resources,general.language_resources,phrase,general,,,true
general.language_statistics,general.language_statistics,phrase,general,,,false
general.languages,general.languages,phrase,general,,,false
general.languages_capitalized,general.languages_capitalized,phrase,general,,,false
general.larger,general.larger,phrase,general,,,false
general.last_contributor,general.last_contributor,phrase,general,,,false
general.last_modified,general.last_modified,phrase,general,,,false
general.last_name,general.last_name,phrase,general,,,false
general.last_updated,general.last_updated,phrase,general,,,false
general.learn,general.learn,phrase,general,,,false
general.learn_about_framework_of_lang,general.learn_about_framework_of_lang,phrase,general,,,false
general.learn_our_lang,general.learn_our_lang,phrase,general,,,false
general.lesson,general.lesson,phrase,general,,,false
general.lessons,general.lessons,phrase,general,,,false
general.link,general.link,phrase,general,,,false
general.link_note_find_shared_media,general.link_note_find_shared_media,phrase,general,,,false
general.links,general.links,phrase,general,,,false
general.list_alphabetically,general.list_alphabetically,phrase,general,,,false
general.list_approved_child_phrase_with_img,general.list_approved_child_phrase_with_img,phrase,general,,,false
general.list_approved_child_songs_with_img,general.list_approved_child_songs_with_img,phrase,general,,,false
general.list_approved_child_stories_with_img,general.list_approved_child_stories_with_img,phrase,general,,,false
general.list_approved_child_word_with_img,general.list_approved_child_word_with_img,phrase,general,,,false
general.list_by_category,general.list_by_category,phrase,general,,,false
general.list_by_phrase_book,general.list_by_phrase_book,phrase,general,,,false
general.list_child_songs,general.list_child_songs,phrase,general,,,false
general.list_child_stories,general.list_child_stories,phrase,general,,,false
general.list_member_accounts,general.list_member_accounts,phrase,general,,,false
general.list_not_approved_child_phrase_or_img,general.list_not_approved_child_phrase_or_img,phrase,general,,,false
general.list_not_approved_child_songs_or_img,general.list_not_approved_child_songs_or_img,phrase,general,,,false
general.list_not_approved_child_stories_or_img,general.list_not_approved_child_stories_or_img,phrase,general,,,false
general.list_not_approved_child_word_or_img,general.list_not_approved_child_word_or_img,phrase,general,,,false
general.list_of_editable_phrases,general.list_of_editable_phrases,phrase,general,,,false
general.list_of_editable_words,general.list_of_editable_words,phrase,general,,,false
general.list_of_entries_not_yet_approved,general.list_of_entries_not_yet_approved,phrase,general,,,false
general.list_of_entries_with_multimedia,general.list_of_entries_with_multimedia,phrase,general,,,false
general.list_of_entries_without_multimedia,general.list_of_entries_without_multimedia,phrase,general,,,false
general.list_of_users,general.list_of_users,phrase,general,,,false
general.list_of_users_choosing_this_language_as_their_default,general.list_of_users_choosing_this_language_as_their_default,phrase,general,,,false
general.list_phrase_entries_not_approved,general.list_phrase_entries_not_approved,phrase,general,,,false
general.list_phrase_with_media,general.list_phrase_with_media,phrase,general,,,false
general.list_phrase_without_media,general.list_phrase_without_media,phrase,general,,,false
general.list_recorder_accounts,general.list_recorder_accounts,phrase,general,,,false
general.list_songs_not_approved,general.list_songs_not_approved,phrase,general,,,false
general.list_songs_with_media,general.list_songs_with_media,phrase,general,,,false
general.list_songs_without_media,general.list_songs_without_media,phrase,general,,,false
general.list_stories_not_approved,general.list_stories_not_approved,phrase,general,,,false
general.list_stories_with_media,general.list_stories_with_media,phrase,general,,,false
general.list_stories_word_without_media,general.list_stories_word_without_media,phrase,general,,,false
general.list_word_entries_not_approved,general.list_word_entries_not_approved,phrase,general,,,false
general.list_word_with_media,general.list_word_with_media,phrase,general,,,false
general.list_word_without_media,general.list_word_without_media,phrase,general,,,false
general.literal_translation,general.literal_translation,phrase,general,,,false
general.load,general.load,phrase,general,,,false
general.loading,general.loading,phrase,general,,,false
general.loading_results_please_wait,general.loading_results_please_wait,phrase,general,,,false
general.local,general.local,phrase,general,,,false
general.location,general.location,phrase,general,,,false
general.location_grouping,general.location_grouping,phrase,general,,,false
general.log_in,general.log_in,phrase,general,,,false
general.login,general.login,phrase,general,,,false
general.login_error,general.login_error,phrase,general,,,false
general.login_to_first_voices,general.login_to_first_voices,phrase,general,,,false
general.logo,general.logo,phrase,general,,,false
general.logout,general.logout,phrase,general,,,false
general.logout_page,general.logout_page,phrase,general,,,false
general.lowercase,general.lowercase,phrase,general,,,false
general.mac_keylayout_file,general.mac_keylayout_file,phrase,general,,,false
general.main,general.main,phrase,general,,,false
general.make_dict_view_public,general.make_dict_view_public,phrase,general,,,false
general.manage,general.manage,phrase,general,,,false
general.manage_access_levels,general.manage_access_levels,phrase,general,,,false
general.manage_gram_rule_guide,general.manage_gram_rule_guide,phrase,general,,,false
general.manage_keyboard_dl,general.manage_keyboard_dl,phrase,general,,,false
general.manage_priv_category_access,general.manage_priv_category_access,phrase,general,,,false
general.manitoba,general.manitoba,phrase,general,,,false
general.maps,general.maps,phrase,general,,,false
general.mar,general.mar,phrase,general,,,false
general.march,general.march,phrase,general,,,false
general.match_query,general.match_query,phrase,general,,,false
general.max100_char,general.max100_char,phrase,general,,,false
general.max2000_char,general.max2000_char,phrase,general,,,false
general.max20_char,general.max20_char,phrase,general,,,false
general.may,general.may,phrase,general,,,false
general.media,general.media,phrase,general,,,false
general.media_type,general.media_type,phrase,general,,,false
general.medical_center,general.medical_center,phrase,general,,,false
general.medium,general.medium,phrase,general,,,false
general.member,general.member,phrase,general,,,false
general.members_with_access_rights,general.members_with_access_rights,phrase,general,,,false
general.membership,general.membership,phrase,general,,,false
general.membership_allows,general.membership_allows,phrase,general,,,false
general.membership_free,general.membership_free,phrase,general,,,false
general.memory,general.memory,phrase,general,,,false
general.memory_game,general.memory_game,phrase,general,,,false
general.menu,general.menu,phrase,general,,,false
general.menus,general.menus,phrase,general,,,false
general.meta_description,general.meta_description,phrase,general,,,false
general.meta_description_alt,general.meta_description_alt,phrase,general,,,false
general.metadata,general.metadata,phrase,general,,,false
general.missing_something,general.missing_something,phrase,general,,,false
general.mm_swap_image_phrase,general.mm_swap_image_phrase,phrase,general,,,false
general.mm_swap_image_word,general.mm_swap_image_word,phrase,general,,,false
general.monday,general.monday,phrase,general,,,false
general.month,general.month,phrase,general,,,false
general.more,general.more,phrase,general,,,false
general.more_image_info,general.more_image_info,phrase,general,,,false
general.more_audio_info,general.more_audio_info,phrase,general,,,false
general.more_video_info,general.more_video_info,phrase,general,,,false
general.move,general.move,phrase,general,,,false
general.move_down,general.move_down,phrase,general,,,false
general.move_up,general.move_up,phrase,general,,,false
general.multimedia,general.multimedia,phrase,general,,,false
general.multimedia_file_info,general.multimedia_file_info,phrase,general,,,false
general.must_log_in,general.must_log_in,phrase,general,,,false
general.my_portal_default,general.my_portal_default,phrase,general,,,false
general.my_kids_portal,general.my_kids_portal,phrase,general,,,false
general.name,general.name,phrase,general,,,false
general.name_capitalized,general.name_capitalized,phrase,general,,,false
general.name_description,general.name_description,phrase,general,,,false
general.name_grouping,general.name_grouping,phrase,general,,,false
general.name_of_archive,general.name_of_archive,phrase,general,,,false
general.nav_phrase_in,general.nav_phrase_in,phrase,general,,,false
general.nav_phrase_off,general.nav_phrase_off,phrase,general,,,false
general.nav_songs_in,general.nav_songs_in,phrase,general,,,false
general.nav_songs_off,general.nav_songs_off,phrase,general,,,false
general.nav_stories_in,general.nav_stories_in,phrase,general,,,false
general.nav_stories_off,general.nav_stories_off,phrase,general,,,false
general.nav_word_in,general.nav_word_in,phrase,general,,,false
general.nav_word_off,general.nav_word_off,phrase,general,,,false
general.navigation,general.navigation,phrase,general,,,false
general.new,general.new,phrase,general,,,false
general.new_brunswick,general.new_brunswick,phrase,general,,,false
